,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
253,254.0,No,36.0,Travel_Rarely,Research & Development,8.0,3,Life Sciences,1.0,Male,2,Research Scientist,Divorced,59150.0,2.0,Y,13.0,8.0,1,13.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,2,3,10.702960618846696
254,255.0,No,27.0,Travel_Rarely,Sales,9.0,3,Marketing,1.0,Male,5,Research Director,Single,59930.0,0.0,Y,14.0,8.0,1,5.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,1,3,7.0032198067632825
255,256.0,Yes,20.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,5,Sales Representative,Single,61620.0,1.0,Y,12.0,8.0,3,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2,3,8.629089635854347
256,257.0,Yes,33.0,Travel_Frequently,Research & Development,15.0,4,Medical,1.0,Female,1,Laboratory Technician,Single,24060.0,1.0,Y,11.0,8.0,0,10.0,3.0,10.0,9.0,7.0,1.0,1.0,3.0,3,3,10.402638888888898
257,258.0,No,35.0,Non-Travel,Research & Development,2.0,1,Medical,1.0,Male,1,Research Scientist,Married,187400.0,1.0,Y,19.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,4,3,6.731132756132759
258,259.0,No,23.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,1,Healthcare Representative,Married,76370.0,2.0,Y,11.0,8.0,1,5.0,3.0,3.0,0.0,2.0,1.0,1.0,4.0,3,3,7.089940645773973
259,260.0,No,25.0,Travel_Rarely,Research & Development,11.0,3,Medical,1.0,Male,2,Manufacturing Director,Married,100960.0,0.0,Y,11.0,8.0,1,4.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,3,3,7.680787229137852
260,261.0,No,38.0,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1.0,Male,5,Research Scientist,Single,147560.0,0.0,Y,20.0,8.0,1,8.0,3.0,7.0,0.0,5.0,4.0,4.0,3.0,2,4,6.798771808999082
261,262.0,No,29.0,Travel_Frequently,Sales,2.0,4,Life Sciences,1.0,Male,4,Healthcare Representative,Divorced,64990.0,1.0,Y,18.0,8.0,3,10.0,3.0,10.0,2.0,8.0,2.0,4.0,3.0,2,3,7.805469432314412
262,263.0,No,48.0,Travel_Rarely,Research & Development,16.0,3,Technical Degree,1.0,Male,1,Sales Executive,Married,97240.0,3.0,Y,13.0,8.0,0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4,3,7.0984033816425125
263,264.0,No,27.0,Travel_Frequently,Sales,4.0,3,Technical Degree,1.0,Male,5,Laboratory Technician,Divorced,21940.0,1.0,Y,12.0,8.0,0,6.0,5.0,6.0,0.0,4.0,4.0,4.0,3.0,3,3,8.886216761633428
264,265.0,No,37.0,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1.0,Male,3,Manager,Single,33880.0,3.0,Y,11.0,8.0,0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,4,3,7.604899320718096
265,266.0,No,50.0,Travel_Rarely,Sales,5.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,54730.0,1.0,Y,19.0,8.0,1,20.0,2.0,20.0,3.0,8.0,4.0,3.0,3.0,4,3,9.11923328816621
266,267.0,No,34.0,Travel_Rarely,Research & Development,18.0,1,Medical,1.0,Male,1,Healthcare Representative,Single,27030.0,1.0,Y,21.0,8.0,1,9.0,2.0,8.0,7.0,7.0,4.0,2.0,4.0,3,4,6.820739942528737
267,268.0,Yes,24.0,Travel_Rarely,Research & Development,17.0,2,Life Sciences,1.0,Female,1,Healthcare Representative,Single,25010.0,9.0,Y,12.0,8.0,0,4.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,1,3,7.512698248040573
268,269.0,No,39.0,Travel_Rarely,Research & Development,12.0,5,Medical,1.0,Female,1,Sales Representative,Single,62200.0,1.0,Y,14.0,8.0,2,20.0,2.0,20.0,11.0,10.0,4.0,3.0,3.0,3,3,6.712491654744877
269,270.0,No,32.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,5,Research Scientist,Single,30380.0,1.0,Y,11.0,8.0,0,10.0,5.0,10.0,0.0,8.0,4.0,4.0,2.0,1,3,7.899165479582145
270,271.0,Yes,50.0,Travel_Frequently,Research & Development,4.0,2,Medical,1.0,Male,4,Sales Representative,Married,44240.0,3.0,Y,14.0,8.0,1,18.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2,3,8.205001129177957
271,272.0,No,38.0,Travel_Rarely,Research & Development,9.0,4,Life Sciences,1.0,Male,1,Sales Executive,Single,43120.0,0.0,Y,12.0,8.0,1,10.0,2.0,9.0,1.0,8.0,2.0,4.0,2.0,2,3,7.16521459227468
272,273.0,No,27.0,Travel_Rarely,Research & Development,10.0,3,Medical,1.0,Male,5,Research Scientist,Married,132450.0,1.0,Y,23.0,8.0,1,9.0,3.0,9.0,0.0,7.0,3.0,1.0,3.0,2,4,6.51059523809524
273,274.0,No,32.0,Travel_Rarely,Sales,1.0,3,Medical,1.0,Male,2,Sales Executive,Single,136640.0,3.0,Y,14.0,8.0,0,10.0,6.0,7.0,7.0,7.0,3.0,4.0,3.0,3,3,7.932475845410629
274,275.0,No,47.0,Travel_Rarely,Research & Development,2.0,3,Medical,1.0,Female,5,Sales Executive,Single,50210.0,2.0,Y,17.0,8.0,0,20.0,3.0,7.0,1.0,7.0,4.0,1.0,3.0,3,3,6.717376142376142
275,276.0,No,40.0,Travel_Frequently,Research & Development,3.0,4,Medical,1.0,Female,3,Human Resources,Married,51260.0,5.0,Y,18.0,8.0,0,20.0,2.0,18.0,1.0,12.0,4.0,1.0,3.0,3,3,8.616050275482097
276,277.0,No,53.0,Travel_Rarely,Research & Development,7.0,1,Life Sciences,1.0,Male,2,Laboratory Technician,Married,28590.0,3.0,Y,18.0,8.0,1,32.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3,3,6.755989130434779
277,278.0,No,41.0,Travel_Rarely,Sales,6.0,3,Medical,1.0,Male,1,Sales Executive,Divorced,102390.0,3.0,Y,24.0,8.0,3,23.0,3.0,21.0,12.0,6.0,2.0,4.0,2.0,3,4,7.7105482134116485
278,279.0,No,60.0,Travel_Rarely,Research & Development,8.0,2,Life Sciences,1.0,Female,5,Laboratory Technician,Single,53290.0,8.0,Y,20.0,8.0,0,10.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4,4,6.608694327238628
279,280.0,No,27.0,Travel_Frequently,Research & Development,29.0,1,Life Sciences,1.0,Male,2,Manufacturing Director,Divorced,43250.0,1.0,Y,14.0,8.0,0,9.0,2.0,9.0,1.0,7.0,4.0,1.0,2.0,2,3,7.345515705578996
280,281.0,No,41.0,Travel_Rarely,Research & Development,3.0,3,Medical,1.0,Male,1,Manufacturing Director,Married,72600.0,1.0,Y,16.0,8.0,0,22.0,2.0,22.0,2.0,10.0,4.0,3.0,3.0,3,3,6.168100858369102
281,282.0,No,50.0,Travel_Rarely,Sales,9.0,3,Life Sciences,1.0,Male,2,Research Scientist,Married,23220.0,7.0,Y,25.0,8.0,1,4.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,4,4,7.386711943220752
282,283.0,Yes,28.0,Travel_Rarely,Sales,2.0,4,Life Sciences,1.0,Male,3,Research Scientist,Single,20750.0,7.0,Y,18.0,8.0,3,10.0,0.0,7.0,3.0,7.0,1.0,2.0,3.0,2,3,8.098430373605042
283,284.0,No,36.0,Non-Travel,Research & Development,10.0,4,Technical Degree,1.0,Female,2,Research Scientist,Married,41520.0,9.0,Y,19.0,8.0,1,10.0,3.0,8.0,0.0,5.0,1.0,1.0,3.0,3,3,6.0201692343604085
284,285.0,No,38.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Female,3,Manager,Single,96190.0,4.0,Y,13.0,8.0,1,10.0,2.0,1.0,0.0,0.0,3.0,3.0,4.0,3,3,9.813845220766613
285,286.0,No,44.0,Non-Travel,Research & Development,8.0,2,Life Sciences,1.0,Male,1,Research Scientist,Single,135030.0,2.0,Y,12.0,8.0,0,9.0,6.0,5.0,1.0,4.0,1.0,3.0,3.0,2,3,6.108189257722456
286,287.0,No,47.0,Travel_Frequently,Research & Development,27.0,3,Life Sciences,1.0,Male,1,Research Scientist,Divorced,54410.0,9.0,Y,22.0,8.0,1,28.0,6.0,22.0,11.0,13.0,4.0,3.0,2.0,2,4,8.305402717127606
287,288.0,No,30.0,Travel_Rarely,Research & Development,8.0,3,Life Sciences,1.0,Male,2,Sales Executive,Divorced,52090.0,7.0,Y,14.0,8.0,1,10.0,3.0,8.0,7.0,7.0,3.0,4.0,2.0,3,3,7.52110395803529
288,289.0,No,29.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Female,1,Sales Executive,Single,106730.0,1.0,Y,13.0,8.0,3,1.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3,3,6.406720393232739
289,290.0,Yes,42.0,Travel_Frequently,Research & Development,10.0,1,Life Sciences,1.0,Female,1,Sales Executive,Divorced,50100.0,6.0,Y,21.0,8.0,3,7.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3,4,10.005455602045567
290,291.0,No,43.0,Travel_Frequently,Research & Development,26.0,1,Life Sciences,1.0,Male,1,Laboratory Technician,Married,135490.0,3.0,Y,11.0,8.0,2,7.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3,3,7.09778601694915
291,292.0,No,34.0,Travel_Rarely,Research & Development,2.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Single,49990.0,3.0,Y,12.0,8.0,2,10.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4,3,6.407837219935986
292,293.0,No,23.0,Travel_Rarely,Sales,13.0,3,Marketing,1.0,Male,5,Sales Executive,Married,42210.0,1.0,Y,11.0,8.0,1,5.0,4.0,4.0,0.0,2.0,2.0,1.0,4.0,3,3,7.803427128427126
293,294.0,No,39.0,Travel_Rarely,Sales,2.0,4,Marketing,1.0,Female,4,Healthcare Representative,Married,138720.0,9.0,Y,12.0,8.0,3,12.0,3.0,8.0,3.0,6.0,3.0,2.0,1.0,2,3,6.2958621484555115
294,295.0,No,56.0,Travel_Rarely,Research & Development,2.0,4,Medical,1.0,Male,1,Manager,Married,20420.0,7.0,Y,12.0,8.0,0,30.0,6.0,10.0,1.0,1.0,3.0,4.0,2.0,3,3,7.136065808297571
295,296.0,No,40.0,Travel_Rarely,Sales,9.0,3,Marketing,1.0,Male,2,Research Scientist,Single,20730.0,0.0,Y,14.0,8.0,0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3,3,8.798176638176638
296,297.0,No,27.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Female,1,Laboratory Technician,Single,29560.0,8.0,Y,13.0,8.0,0,9.0,6.0,7.0,0.0,7.0,4.0,1.0,1.0,3,3,7.50066370673953
297,298.0,No,29.0,Travel_Rarely,Sales,20.0,3,Marketing,1.0,Female,2,Manager,Divorced,29260.0,1.0,Y,15.0,8.0,1,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2,3,7.083401261523527
298,299.0,No,53.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Female,3,Laboratory Technician,Single,48090.0,2.0,Y,18.0,8.0,0,19.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3,3,6.276725403817918
299,300.0,No,35.0,Non-Travel,Research & Development,5.0,1,Medical,1.0,Male,1,Healthcare Representative,Divorced,51630.0,2.0,Y,18.0,8.0,2,16.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,3,3,7.098347763347762
300,301.0,No,32.0,Travel_Frequently,Sales,4.0,4,Life Sciences,1.0,Male,2,Sales Executive,Married,188440.0,1.0,Y,19.0,8.0,0,10.0,3.0,10.0,4.0,7.0,3.0,4.0,3.0,1,3,7.805346304454226
301,302.0,No,38.0,Travel_Rarely,Sales,10.0,3,Medical,1.0,Male,4,Laboratory Technician,Married,181720.0,6.0,Y,12.0,8.0,2,6.0,5.0,1.0,0.0,1.0,4.0,3.0,1.0,3,3,10.90283052039381
302,303.0,No,34.0,Travel_Rarely,Research & Development,20.0,3,Medical,1.0,Female,3,Laboratory Technician,Divorced,57440.0,3.0,Y,19.0,8.0,1,7.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,2,3,6.192482492997199
303,304.0,No,52.0,Travel_Rarely,Sales,21.0,5,Technical Degree,1.0,Male,3,Manager,Married,28890.0,1.0,Y,11.0,8.0,1,34.0,2.0,34.0,1.0,16.0,3.0,1.0,4.0,3,3,5.994694444444447
304,305.0,Yes,33.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Male,3,Laboratory Technician,Single,28710.0,1.0,Y,17.0,8.0,3,10.0,2.0,10.0,7.0,8.0,4.0,4.0,2.0,3,3,10.05005485527545
305,306.0,No,25.0,Travel_Rarely,Research & Development,8.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,74840.0,1.0,Y,15.0,8.0,0,6.0,3.0,6.0,1.0,4.0,3.0,4.0,2.0,3,3,7.678097461685826
306,307.0,No,45.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Single,60740.0,0.0,Y,14.0,8.0,0,9.0,2.0,8.0,3.0,1.0,2.0,3.0,3.0,3,3,5.9789278959810845
307,308.0,No,23.0,Travel_Rarely,Research & Development,23.0,1,Life Sciences,1.0,Female,2,Research Scientist,Single,173280.0,1.0,Y,17.0,8.0,1,2.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,1,3,7.978443486590038
308,309.0,Yes,47.0,Travel_Frequently,Research & Development,4.0,3,Life Sciences,1.0,Male,1,Research Director,Single,27740.0,4.0,Y,13.0,8.0,1,10.0,2.0,5.0,1.0,3.0,2.0,3.0,3.0,3,3,10.008350095785438
309,310.0,No,34.0,Travel_Rarely,Research & Development,12.0,3,Technical Degree,1.0,Male,1,Research Scientist,Single,45050.0,1.0,Y,12.0,8.0,0,6.0,3.0,6.0,1.0,4.0,4.0,4.0,3.0,3,3,7.783258196721307
310,311.0,Yes,55.0,Travel_Rarely,Human Resources,7.0,3,Human Resources,1.0,Male,4,Laboratory Technician,Married,74280.0,5.0,Y,12.0,8.0,0,24.0,2.0,5.0,1.0,4.0,4.0,1.0,3.0,3,3,7.978675034867509
311,312.0,No,36.0,Non-Travel,Research & Development,7.0,2,Life Sciences,1.0,Male,5,Sales Executive,Single,116310.0,1.0,Y,18.0,8.0,1,10.0,2.0,10.0,0.0,9.0,1.0,1.0,3.0,1,3,7.403508141762455
312,313.0,No,52.0,Non-Travel,Research & Development,1.0,4,Life Sciences,1.0,Male,5,Sales Executive,Married,97380.0,0.0,Y,18.0,8.0,2,5.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3,3,7.212850091827361
313,314.0,No,26.0,Travel_Frequently,Research & Development,2.0,2,Life Sciences,1.0,Male,1,Manufacturing Director,Divorced,28350.0,3.0,Y,11.0,8.0,1,5.0,2.0,2.0,2.0,0.0,1.0,4.0,3.0,3,3,7.081466714559382
314,315.0,No,29.0,Travel_Rarely,Research & Development,10.0,2,Medical,1.0,Male,3,Manufacturing Director,Married,169590.0,4.0,Y,14.0,8.0,3,11.0,5.0,8.0,1.0,1.0,2.0,3.0,2.0,3,3,6.293542824074077
315,316.0,Yes,26.0,Travel_Rarely,Research & Development,15.0,2,Life Sciences,1.0,Male,2,Laboratory Technician,Single,26130.0,6.0,Y,19.0,8.0,1,6.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3,3,6.192324879227055
316,317.0,No,34.0,Travel_Rarely,Research & Development,14.0,4,Technical Degree,1.0,Male,2,Manufacturing Director,Single,61460.0,2.0,Y,12.0,8.0,0,10.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,3,3,6.202630172013016
317,318.0,No,54.0,Travel_Rarely,Research & Development,18.0,4,Medical,1.0,Female,2,Laboratory Technician,Divorced,49630.0,9.0,Y,15.0,8.0,1,9.0,2.0,5.0,1.0,4.0,4.0,1.0,3.0,3,3,8.909899817850642
318,319.0,No,27.0,Travel_Frequently,Research & Development,13.0,2,Life Sciences,1.0,Female,4,Research Scientist,Married,195370.0,0.0,Y,12.0,8.0,0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,3,3,6.809992997198875
319,320.0,No,37.0,Travel_Rarely,Sales,2.0,4,Technical Degree,1.0,Male,2,Manufacturing Director,Divorced,61720.0,0.0,Y,11.0,8.0,0,6.0,1.0,5.0,4.0,3.0,4.0,1.0,2.0,3,3,9.45522633744856
320,321.0,No,38.0,Travel_Frequently,Sales,2.0,4,Life Sciences,1.0,Female,2,Research Scientist,Single,23680.0,6.0,Y,11.0,8.0,1,17.0,3.0,15.0,4.0,12.0,1.0,1.0,3.0,3,3,10.810497015610652
321,322.0,No,34.0,Travel_Rarely,Sales,2.0,3,Marketing,1.0,Male,1,Sales Representative,Single,103120.0,1.0,Y,12.0,8.0,0,6.0,2.0,6.0,1.0,3.0,3.0,1.0,3.0,3,3,6.9243169793169805
322,323.0,No,35.0,Travel_Rarely,Research & Development,5.0,4,Medical,1.0,Male,3,Manager,Married,16750.0,1.0,Y,16.0,8.0,0,3.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,2,3,7.7993066939890685
323,324.0,No,30.0,Travel_Rarely,Research & Development,20.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,25230.0,3.0,Y,13.0,8.0,1,7.0,2.0,2.0,0.0,2.0,4.0,3.0,3.0,3,3,7.168747563352824
324,325.0,No,40.0,Travel_Frequently,Research & Development,10.0,4,Medical,1.0,Male,2,Manufacturing Director,Married,65670.0,1.0,Y,13.0,8.0,1,8.0,3.0,8.0,3.0,7.0,3.0,2.0,3.0,4,3,6.453228166438044
325,326.0,No,34.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Married,47390.0,5.0,Y,24.0,8.0,2,6.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3,4,7.936015283842795
326,327.0,No,42.0,Travel_Frequently,Research & Development,9.0,4,Medical,1.0,Male,1,Manufacturing Director,Divorced,92080.0,1.0,Y,15.0,8.0,1,24.0,2.0,24.0,14.0,9.0,2.0,4.0,2.0,4,3,7.82275941230487
327,328.0,Yes,23.0,Travel_Rarely,Sales,2.0,3,Medical,1.0,Female,4,Manufacturing Director,Married,45590.0,1.0,Y,18.0,8.0,1,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,2,3,7.97509610876699
328,329.0,No,24.0,Non-Travel,Sales,1.0,5,Marketing,1.0,Female,1,Manufacturing Director,Divorced,81890.0,1.0,Y,14.0,8.0,1,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,6.815337713231901
329,330.0,No,52.0,Travel_Rarely,Research & Development,29.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Married,29420.0,8.0,Y,11.0,8.0,1,9.0,1.0,5.0,1.0,4.0,4.0,3.0,3.0,2,3,6.073565400843878
330,331.0,No,50.0,Travel_Rarely,Research & Development,8.0,4,Life Sciences,1.0,Male,2,Sales Executive,Married,49410.0,5.0,Y,11.0,8.0,1,30.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,1,3,6.410002354048964
331,332.0,Yes,29.0,Travel_Rarely,Sales,2.0,4,Marketing,1.0,Female,4,Research Scientist,Married,106500.0,1.0,Y,13.0,8.0,2,1.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,4,3,10.695543234767023
332,333.0,No,33.0,Travel_Rarely,Research & Development,3.0,4,Life Sciences,1.0,Male,4,Manufacturing Director,Married,59020.0,0.0,Y,12.0,8.0,1,14.0,2.0,13.0,3.0,7.0,3.0,3.0,4.0,3,3,6.985387275242047
333,334.0,Yes,33.0,Travel_Rarely,Research & Development,23.0,5,Life Sciences,1.0,Male,1,Human Resources,Single,86390.0,5.0,Y,16.0,8.0,2,6.0,3.0,3.0,0.0,2.0,1.0,1.0,3.0,2,3,7.9868342516069815
334,335.0,No,47.0,Travel_Rarely,Research & Development,6.0,4,Other,1.0,Male,2,Manager,Married,63470.0,1.0,Y,14.0,8.0,0,26.0,2.0,26.0,3.0,0.0,3.0,4.0,2.0,4,3,9.466814892623711
335,336.0,No,36.0,Travel_Rarely,Sales,6.0,3,Medical,1.0,Female,2,Sales Executive,Married,42000.0,0.0,Y,22.0,8.0,0,10.0,3.0,9.0,0.0,5.0,3.0,2.0,3.0,3,4,7.715425194931772
336,337.0,No,29.0,Travel_Rarely,Research & Development,10.0,3,Other,1.0,Male,1,Research Scientist,Married,34520.0,1.0,Y,11.0,8.0,0,10.0,3.0,10.0,0.0,7.0,3.0,3.0,3.0,2,3,7.725977587029093
337,338.0,Yes,58.0,Travel_Rarely,Research & Development,24.0,3,Other,1.0,Female,2,Research Scientist,Single,43170.0,7.0,Y,17.0,8.0,0,40.0,2.0,31.0,13.0,8.0,4.0,2.0,3.0,3,3,8.896329022988503
338,339.0,No,35.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Female,1,Research Scientist,Single,26320.0,3.0,Y,13.0,8.0,3,7.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4,3,7.7813279418659125
339,340.0,No,42.0,Travel_Rarely,Sales,15.0,1,Marketing,1.0,Male,2,Laboratory Technician,Married,46680.0,9.0,Y,18.0,8.0,2,8.0,2.0,4.0,0.0,2.0,4.0,4.0,3.0,3,3,10.472171934865905
340,341.0,Yes,28.0,Travel_Rarely,Research & Development,19.0,4,Medical,1.0,Female,2,Sales Executive,Single,32040.0,6.0,Y,16.0,8.0,1,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2,3,6.202743961352658
341,342.0,No,36.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,2,Healthcare Representative,Married,27200.0,4.0,Y,14.0,8.0,1,8.0,3.0,5.0,0.0,4.0,3.0,2.0,3.0,3,3,6.620693226120854
342,343.0,No,32.0,Travel_Rarely,Research & Development,3.0,1,Medical,1.0,Male,2,Manufacturing Director,Married,171810.0,1.0,Y,14.0,8.0,0,14.0,2.0,14.0,6.0,8.0,3.0,3.0,3.0,2,3,7.992996632996639
343,344.0,No,40.0,Travel_Frequently,Sales,9.0,3,Marketing,1.0,Male,3,Manufacturing Director,Single,22380.0,2.0,Y,14.0,8.0,0,10.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3,3,6.885680076628349
344,345.0,No,30.0,Travel_Rarely,Research & Development,7.0,3,Technical Degree,1.0,Male,2,Research Director,Single,14830.0,5.0,Y,13.0,8.0,0,12.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,3,3,9.377876417233553
345,346.0,No,45.0,Travel_Rarely,Research & Development,10.0,4,Life Sciences,1.0,Male,1,Research Director,Single,56050.0,1.0,Y,12.0,8.0,2,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,3,3,6.619438431938434
346,347.0,No,42.0,Travel_Rarely,Research & Development,20.0,2,Medical,1.0,Male,2,Sales Representative,Married,72950.0,1.0,Y,15.0,8.0,0,10.0,3.0,9.0,7.0,8.0,2.0,2.0,2.0,3,3,7.581864426154553
347,348.0,No,38.0,Travel_Frequently,Sales,4.0,3,Medical,1.0,Male,2,Research Scientist,Divorced,23060.0,2.0,Y,19.0,8.0,1,13.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,3,3,7.595101010101013
348,349.0,No,34.0,Travel_Frequently,Research & Development,7.0,4,Life Sciences,1.0,Male,3,Laboratory Technician,Single,23480.0,1.0,Y,14.0,8.0,1,6.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,3,3,6.873507092198583
349,350.0,Yes,49.0,Travel_Rarely,Sales,7.0,2,Life Sciences,1.0,Female,2,Healthcare Representative,Married,89980.0,1.0,Y,14.0,8.0,2,9.0,2.0,9.0,7.0,7.0,3.0,4.0,4.0,4,3,6.287247474747479
350,351.0,Yes,55.0,Travel_Rarely,Human Resources,16.0,3,Technical Degree,1.0,Male,4,Manufacturing Director,Single,43190.0,4.0,Y,11.0,8.0,0,12.0,3.0,9.0,7.0,3.0,3.0,4.0,2.0,4,3,6.37648635477583
351,352.0,No,43.0,Travel_Rarely,Research & Development,25.0,2,Medical,1.0,Male,2,Healthcare Representative,Married,61320.0,6.0,Y,13.0,8.0,0,22.0,3.0,4.0,1.0,0.0,2.0,1.0,3.0,2,3,7.33441197691198
352,353.0,No,27.0,Travel_Rarely,Sales,2.0,4,Medical,1.0,Male,2,Manager,Divorced,33460.0,1.0,Y,21.0,8.0,1,9.0,2.0,9.0,0.0,8.0,3.0,4.0,3.0,2,4,10.494040835707498
353,354.0,No,35.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,1,Research Director,Single,108550.0,3.0,Y,13.0,8.0,1,17.0,2.0,8.0,1.0,6.0,3.0,3.0,4.0,3,3,6.99478991596639
354,355.0,No,28.0,Travel_Rarely,Sales,1.0,2,Technical Degree,1.0,Female,1,Sales Executive,Married,22310.0,1.0,Y,12.0,8.0,0,8.0,3.0,8.0,7.0,5.0,2.0,2.0,3.0,2,3,9.909392076502733
355,356.0,No,34.0,Travel_Rarely,Sales,2.0,5,Life Sciences,1.0,Male,4,Research Scientist,Married,23230.0,0.0,Y,17.0,8.0,0,4.0,2.0,3.0,0.0,2.0,3.0,4.0,1.0,3,3,6.892396694214876
356,357.0,Yes,26.0,Travel_Frequently,Research & Development,22.0,4,Other,1.0,Female,1,Sales Executive,Married,20240.0,1.0,Y,23.0,8.0,0,8.0,2.0,8.0,1.0,7.0,3.0,3.0,3.0,3,4,7.998314009661836
357,358.0,No,27.0,Non-Travel,Sales,1.0,3,Technical Degree,1.0,Female,1,Sales Executive,Married,27130.0,1.0,Y,11.0,8.0,0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,3,3,7.311344671201818
358,359.0,No,51.0,Travel_Rarely,Sales,16.0,3,Medical,1.0,Male,3,Research Scientist,Married,94390.0,2.0,Y,15.0,8.0,3,29.0,0.0,20.0,4.0,17.0,1.0,3.0,2.0,3,3,6.114925444925446
359,360.0,No,44.0,Travel_Rarely,Sales,24.0,5,Medical,1.0,Female,1,Sales Executive,Single,25660.0,9.0,Y,11.0,8.0,1,10.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3,3,6.318081125058113
360,361.0,No,25.0,Travel_Rarely,Research & Development,17.0,3,Medical,1.0,Male,1,Laboratory Technician,Single,199260.0,7.0,Y,11.0,8.0,3,6.0,5.0,4.0,0.0,1.0,1.0,1.0,2.0,4,3,6.416490429505138
361,362.0,No,33.0,Travel_Rarely,Research & Development,8.0,4,Life Sciences,1.0,Male,3,Laboratory Technician,Divorced,24510.0,1.0,Y,13.0,8.0,1,9.0,3.0,9.0,0.0,8.0,1.0,1.0,3.0,2,3,6.0196254034117125
362,363.0,No,35.0,Travel_Rarely,Sales,6.0,4,Medical,1.0,Female,2,Manager,Single,94190.0,1.0,Y,24.0,8.0,1,6.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,2,4,6.90325396825397
363,364.0,No,36.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Male,3,Manager,Married,86860.0,1.0,Y,13.0,8.0,0,18.0,2.0,18.0,4.0,11.0,2.0,4.0,2.0,3,3,9.704113475177293
